ID	Sentence	Label
1641	¤ì_ë§__ ê³_¬´ì¤ __¸ì_ ë°__ ë²__´ì_	0
1642	ì¢__ê° ëª ê° __ ì¤_³µ _¬´ ë§____.	0
1643	ê¸__ë¹ ¬ì_ì¦_ _¬´ __	0
1644	ê·½ê_ ¬ë__ ´ë_ê¸°êµ¬__	1
1645	ê³__ì§__	1
1646	ì¢_ ê°ê²©ì_  °ê±° ê°__	1
1647	____ë¡ ë§_¡±´ì_	1
1648	ì¡°ê_ë§   ë¶__ë© ì¢____ ____	0
1649	__ ê¸°ë³¸ ¡ê¸° __ ì±____!!!	1
1650	ë°_¦¼±ë_ ì¢__ ¥ë_ _¬´ ê´_°®¤ì_  ¸ê_	1
1651	ë°__ ____	0
1652	_¬´ ë§¤í___ ë°_¦¼±ì_ ì¢ ê·¸ë_	0
1653	____.	0
1654	¬êë©´ì_ ì¤ë¹____ __ ¸í_ ê² ê°__!	1
1655	 ¸ê_. ì²___ êµ_²´©ì_ë¡ °ê_ ____. ^^	1
1656	__ ¸ê_ _µ¬__´ì_	1
1657	·ì_ __ __µë_.	0
1658	__ ê¸°ë_ _¬´ ë§__ ¤ì_	1
1659	ëª¨ë_ ê²__  ë§_¡±~~^^	1
1660	ë§__ ê¹___ ëª»í_ __µë_	0
1661	ë°°ì_ _¬´ _¦¬ê³ _²´ °ë_  __ __ ë¶__ì¡±í___	0
1662	¬ì_ì¦_ __ __ ê´__ __ ´ì_!	0
1663	ì¡°ì¹´ê° _¬´ ¬ë__´ì_ ¬ë_ë² ½ê_  ½ê¸° _³µ ë¶¤ì_ ^^	1
1664	¸í_ê³ ì¢__ __ ê¸°ì_ __.	1
1665	__ £ì_ ì£¼ì_µë_. ¤ì_ ¤ì_ ¬êµ¬ë§¤í_ê²____.	1
1666	ì£¼ë_ ¬ë_ì§__~	1
1667	__ ë°°ì_ ìµ____	0
1668	¼í___ ì¢__~^^	1
1669	°í_ê³¼ë_ __´ì_ __	0
1670	ì¢_ __  ë°__´ì_ ë§__ __	1
1671	ë§__ ì§__ _²½©ë_	1
1672	¨ì_ ë§¨ë_ë¡ _©´  ê¹__ ê² ê°__	0
1673	 __©ë_.  ¸ê_	1
1674	ê°ê²©ëë¹ __ ê°____	1
1675	__ _£¼ ë§__ __	1
1676	ì¡°ì¹´ _¬¼__ ë¶¤ë __ _¬´ ì¢__ê³ ©ë_.	1
1677	¬ì__ ë§__ __ ì¢__	1
1678	ì¶_êµ¬ë§¤ __êµ¬ì_ __	1
1679	__ ìµ__ ê² ê°__!	0
1680	__ ê°ì§ê³ ê¸ ____ ë§¤ì_ ë§_¡±©ë_	1
1681	__ë¦ ë°°ì_´ì_	0
1682	¬ê¸°ê° ¤ì___ __ë¡ __.	0
1683	__ __ê³ ì¢____ ´ê_ê² £ì_ __¤ë_ê³ __	1
1684	__ ë° __ __ ¤ë¥¸ __ __.	0
1685	 ë§__¤ì_ ê³__ êµ¬ë§¤ __ __ __ê³ __ë¯¸ê __	1
1686	ê¸_°© ê³____ê°_ __¨ì___	0
1687	__ ë¹¨ë¦¬ ¤ê_ __ _¬´ ì¢__	1
1688	"_ __ ¸ì___  ¸í_ê² ë¨¹ì_  __ ì¢__^^,"	1
1689	ì¢__ êµ¿êµ¿	1
1690	¤ì_ ê°____ ±ë_ ë§_¡±´ì_	1
1691	ë°_¦¼±ì_ _£¼ ë§__ ¤ì_	1
1692	ê°ê² ´í_ê³  __	1
1693	¬ì__¸° ¸í_ê³ _£¼ ì¢__!	1
1694	ë°__ê° ì°_¬ì_ ____ ¬ì_ ì¢  _²½°ì_	0
1695	_ ¬ì_ì¦__ ê³__ __ê³ ½í_ °ê²°ë¶_ ë¶__©ë_.	0
1696	ê°ê²©ì_ _£¼ ì¢__	1
1697	ê°ê²©ëë¹ ì¢__~	1
1698	¬êµ¬ë§¤í_´ì_ _ °ê_ __	1
1699	__ ¤ì__ __ ____	0
1700	ê·¼ë_ ¤í_ ë¶ë¶__  _±°__ ë¹__ ê² ê°____.	0
1701	 ¬ê_ ____	1
1702	__´ê ì¢ ½í___.	0
1703	ë°°ì_ ìµ__´ë_	0
1704	¤ì_ ´ë´¤__ ê´_°® ë³´ì_ ê°__©ë_	1
1705	ì¡°ë¦½ ½ê_ ì¢__!	1
1706	_£¼ êµ¬ë_~ ì´_³´_ ___¸° ½ë_ ê°±ë_ì§±ì§±ë§	1
1707	´ê±´ ë¯¿ê_ êµ¬ë§¤©ë_	1
1708	ê°±ë_ ì¢_ __´ë_ ¬êµ¬ë§¤í___	1
1709	__ ë¨¸ë¦¬ ê°__  __ ¨ë__ __ ©ë_.	1
1710	"¥ì_ ê°__ì§ __  ë°_¦¬ê³, ¸ì_ ¹ê __"	1
1711	ë¦¬ë·°ê° __ ´ì_ë¥ __µë_. êµ¬ë§¤  _ª»´ë_	0
1712	¬ì_ ë§_¡±´ì_	1
1713	ì»¤ë_¥ë_ ½í_ê³ __ ë¹¨ë¦¬ __ê°	0
1714	_¬´ __ ____ ê²_³´ __¤ì_	1
1715	ë°°ì_ ë¹_¥´ê³ __ _£¼ ì¢__	1
1716	__ë³´ë_ __ê° __ ____	1
1717	ì¢__ ¤ë¥¸ ê³³ë³´ ¸ë_ __	1
1718	__ _¬´ ë§__ ¤ì_~	1
1719	¬ê¸° ±ë_ _£¼_£¼ ë§__ ¤ì_.	1
1720	"´ë ¬ì__¸°ê° ¸ë¦¬__, ê°±ë_ê° ìµ____."	1
1721	.. ë¹¨ë_ ê±°ê_ ì£¼ê_ ¤ë¥¸ ê± ¬ì_..	0
1722	__ _²­ __	0
1723	ë°__ _¹¨ __ __¼ë_ __ë§_¶¤ ____	1
1724	__ __ê³ __ê° _¬´ ì¢____	1
1725	__ê° _¬´ ë»__´ì_. ___ _²­ _	0
1726	ë¨¸ë¦¬ë§_¦¬ë©´ì_ ~ì¶ ë°_¥´ë© ¼ì_ ¸í_	1
1727	__ê° ë¬´ì_ ì¢____ ê°__©ë_	1
1728	¸ì_  ë¹__ë²__ ê·¸ë¦¼  ë²__µë_.	0
1729	¼ë _·¹ __¤ì_  ¸ê_^^	1
1730	__ ´ì_´ì_	0
1731	_ê°  ê¾¸ëê³ ì¢__ ©ë_.	1
1732	_£¼ __¸ì_ ¤ì_ ì¡°ì_  ê² ê°__!	0
1733	ë°____ ì§__ê³ ê±°í_  __ì¢__	1
1734	_¬´ ë§_¡±´ì_~	1
1735	_£¤ __ __	1
1736	_¬´ë¦ ë´__ __  ê± ê°__	0
1737	__ ì§__ ê´_°®ê³ __ ë§__ ì¢____!!! __	1
1738	__ê° _¬´ ì¢___µ¬ ì§ê¸  ê±´ê___ ´ì_	1
1739	__ °ë_ __¸ë_ __ ¸ê_  ´ì_	1
1740	¬ë_µë_	1
1741	____ ë°_¦¼ __ê³ ¥ë_ __ ê°____ë¡ ë§_ ____	0
1742	_©´ë³´ë_ __ __ ë©´ì_ ½ê_ ¼í_ ©ë_.	0
1743	 ë°__ê³ ¤ì_ __´ì_	1
1744	ì¢_ __ __ ê°__©ë_!	1
1745	ì¢ ±ë___ __ê° ____ ë¶__ __ ê± ê°__µë_.	0
1746	"ë°°ì_ ë¹_¥´ê³ ê°ê²©ë_¼í_ __´ì_ __ ¬ë__©ë_,"	1
1747	ë§__ë³´ë_ ¨ì_ ´í_^^	1
1748	ê°ê²©ì_ _¬´ ë¹__ê³ ë°°ì_ _²­ __	0
1749	ë§__ __ __ ____!	1
1750	ë°°ì_ _¬´ ìµ____	0
1751	ì¼´ì_ __ê° _¬´ ¬í_¤ì_	0
1752	__ __ ê¹____ ë©__	1
1753	__ ¤ë___! __ __¤ì_!!	0
1754	¬ì_ì¦_  __	0
1755	__¸ë_ ê¹____ __ ë³´ì_ ì¢__	1
1756	__¤ë_ê³ ¤ì_ __ ¼ì_©ë_!	1
1757	ìµ__ ì¤__ ìµ__´ì_. __ __ê³ ì²_ ì§__ ë³____.	0
1758	__ êµ¬í_ 1  ë°__µë_ ë§__ ____	1
1759	ë§__¤ê _£¼ ë³____	0
1760	__ _£¼  ê°ì§ê³ __	1
1761	_¬´ ë§__ __~	1
1762	__ê° _²­ ì¢____ ëª©ì___ __©ë_.	1
1763	¬í_ê² __ __ ë°__ë©´ì ë¯¸ë_½ê_ ê·¸ë_ ¸í_ __ __´ì___.	0
1764	¸í_ ê² ê°__!	1
1765	ì¡°ë¦½ ´ë_ê³ __ µì____  ëª»ë__.	0
1766	ë¹__¼ë©´__ _°¬ê³ ____ __ê¹__ ¬ê¸°¹í_´ì_	0
1767	ê·¸ë_  ´ì_ê³ __ ë³____.	0
1768	"ì°_ì§ ì±__ ______,"	0
1769	__ê¸°ê_ ê¸¸ê_ ´í_ê²  ´ì_	1
1770	ì§__ ì§__ ì¢__	1
1771	 ê°ê²©ì_  ¤ì_	1
1772	__ ë§__ ¥ë_ ê°__ì§ __ ìµ____	1
1773	"ê°__ ì¡°ì_ê¸°ë_. ë³´ê¸° ½ê_, ì´_³´ __   __"	1
1774	__ê³ ì«ì«´ì_ ì¢__	1
1775	ë³´ê¸°ë³´ë_ ¬ì_ì¦ ____.	0
1776	ê³__ ¨ë³´ __´ì_ ¤ì_ ¬êµ¬ë§¤í_ °ê_ ____ __ë¡__ ê´_°®¼ë©´ ê³__ ¸ê_.	1
1777	_ë¡ êµ¬ë§¤ ë°___ __ ê±°ì_ë¡__ _ë¡__ _ ëª»í_	0
1778	ê°ê²©ë_ ì°©í_ê³ ë°°ì_ ë¹¨ë_	1
1779	ë¹_¥´ê³ ì¢__!	1
1780	©í_ê³  __ ¼êµ´ _¡° ¬í_ì§	0
1781	____. ê·¸ë_ ë§__ê¸ ê°±ë_ê° ì¢__	1
1782	 ë¨¹ê_µë_^^	1
1783	__ ì¨__ê³ __¤ì_~ ____µë_^^	1
1784	__ êµ~~~!!!	1
1785	ë°__ ë³__¤ì_	0
1786	ìµ__ __´ì_ ì°¨ë_ë¦  ë§__´ì_ __ ê°ê²©ì_ _§¤__ë© ì¢__¤ì_	0
1787	ë°§ë_ë¦¬ê _¬´  ¨ì_¸ì_	0
1788	¤ë¥¸ ëª¨ë_ì²__ ©ë_ë¦¬ì __ ì²_ ½ê_ __ ì¢__´ì_	1
1789	__ __ ê³µê_ ë§__ ¤ì_ ê¸°ë ´ì_¼ë_ ì¢_ ê² ê°__!	1
1790	__ë³´ë_ __ __	0
1791	ë°°ì_ _¦¬ê³ __ ¬ê___~	0
1792	¸ëª¨ __	0
1793	¸ì_´ê ê³¨ë_ êµ¬ë§¤__. ë§__ ¤ì_´ì_.	1
1794	ì¢__ ë°°ì_ ë¹_¥´ê³ __ _£¼_£¼ ì¢__ 	1
1795	__ ë³´í_¸ë_ __ __¬ì_ ë¹µì_..	0
1796	__ ê°ë³__ ì¢__. _ ëª¨ì_ ____  ë³´ì_	1
1797	ê·¼ë_ _¬´ ë¹__	0
1798	ì§__ ë°__ë³´ë_ __ __ __¤ì_	0
1799	¬ê¸° êµ¬ë§¤_ ë§__ ë¬¼ê±´ ë°_ª» ë³´ë_ê³ ë°__ __ì£¼ë_	0
1800	ê°ê²©ëë¹ ë§_¡±©ë_	1
1801	 __ê²  ¬ì_´ì_	1
1802	´ë_ê² ê¹¨ë___ __ê±°ë_ê³ __ ____ __ ê¹¨ë___  _	1
1803	__ _³¼ __ ê°ê²©ì_ ë¶´ì_ ¬ì_ ê°¥í_!	1
1804	ë°°ì_ ë°__ ¤ì_ ! ©ë_ ê°±ë_ êµ	1
1805	ê¸°ë´ì_´ë_	1
1806	±ë_ __ ê°ì§ __	0
1807	ê°±ë_ ë³____...	0
1808	°ë_ê² ¨ì_¸ì_ ´í_  µë_. ì¢__.	1
1809	¬ì_ì¦_  ë§__ __ ì§__ ì¢____	1
1810	¼ë ë¶__ ë§__ë¶__ __´ì_	0
1811	ë¬¸ì_ ¼ì_ ëº__ __ ë©°ì_ë§__ ì°_¸ì_	0
1812	____  °ê_ __.____ê³ ë§__ __ë© ì¢__¤ì_	1
1813	__ê° ì¢__ __~ ë¶____ _¸° ¸í_ ê± ê°__~	1
1814	__ _¬¼ë¡ __ __ ¤í_ __´ì_´ì_	0
1815	¬ì_ì¦_ __  ì¢__	1
1816	ê±°í_  __  ë¹¨ë¦¬ ê² ê°__ ì¶__©ë_.	1
1817	_¸°¤ì_ ì¢ ë¶__´í___.	0
1818	ê°ê²©ëë¹ _¬´ ì¢__ __ __ ´ì_ë¬¼ë_ ë³__ __!	0
1819	ë°°ì_ _¦½__.	0
1820	__ ¤ë_¤ë___..	0
1821	ë¹_¥¸ë°°ì_ê³¼ì°©_ê²	1
1822	ëª©ì_ë¦¬ê  ¤ë¦½__ ë§__ ¤ì_!!!!	1
1823	ë§__ ì¡°ê_ __µë_.	0
1824	´ë___ ¤í___ __ ¸ë_ ê°__ ë³´ì___	1
1825	__ë³´ë_ ì§__ ì¢ ´í_ ë³´ì___.	0
1826	ë°__ê°  ì°_·¸¬ì_ __	0
1827	5 ¨ì_ë¶ë¶__ ½í_	0
1828	__ê° __ê° ____	0
1829	__ ¸êµ¬¤ê_ ë³´ì_¤ì_	0
1830	ë¶ì°©ì_ __	1
1831	¸ì___ __´ì_ ë§__ _~~^^	1
1832	ë¬¼ê±´ ¨ë___ ì¹´ë_ ¬ë_ê°ì§ ì¢__©ë_.	1
1833	__ ë§_¡±©ë_	1
1834	 _¨¹ê³ ì§¼ê __ ë³´ê ë§¤ì_ ´ë___	0
1835	_¸° _¬¸ êµ¬ë§¤__ ¡ì_ __ê³ ì¢__ 	1
1836	ì± ½ì_  __´ë_ê³ ê¸____ ´ì_´ë_  ì¢__	1
1837	__ __~~__ ´ì_ë¦¬ë_ ë§_¦°¥ë____	1
1838	±ë_ ì¢__ ê°__´ì_ ¬ì__¸° ì¢__	1
1839	¤ì_ ¬ë__ ¬ë_ ¤ê¤ì_ __ __¼ì_	1
1840	ë°__ì§ ê¼¼ê¼¼__ __´ì_ê³ ¼í_´ì_	1
1841	___¸° ì¢____	1
1842	__ê° ì¢____ __ ¤ì_´ì_ ì¢____.	1
1843	 ¬ê_ ê»__ __  ì§_¸´ __´ì_ ê»__ ë¶ë¶ _¬´ ë§__	0
1844	__ ë¬»ì___..._¦¬°ê  ì¢__!	0
1845	ì¹«ì_ëª¨ê  ë¹__. __ ê·ì°_ ë²__µë_	0
1846	ì²__ ¬ì_´ë³´__ ¼ëê° ì¢__ì§ __ ¤ì_	1
1847	__ ê°__ ì¹°¬©ë_	1
1848	ë§__ì¹´ë_¬ì_ë§ _©´ __ ëª»ë_ê²__	0
1849	__ ê¸°ì_ ì§§ì___ _¸°¥ì ë§__ ´ì___ __´ì_	0
1850	´ì__¬¼ë¡ ë³´ë___ ë°_ë¶__ ì¢____	1
1851	ê°ê²©ì_ ì¡°ê_ ë¹__ê³ __ ê·¸ë¦¬ ë§_ __..	0
1852	ë§¤ì_ ½í_. ¹í_ ë²½ë©´ ë¶__ê¸°ê ë§¤ì_ ´ë_µë_	0
1853	´ë¥¸ ì¡°ì___ __´ê _¬´ ë¶¤í_ ë¶__ ê² ê°____.	0
1854	_¬´ ½í_ê³ ì¡°ì_´ì_ ë§_ë© ë¶_ ©ë_	0
1855	_§¤ __ 10¼ê±¸ë¦¬ë_ ë°°ì_ ìµ__ì¤ ìµ__´ë_..	0
1856	ë°_¥´ê³ __ ì§_©´ ë­____?	0
1857	ê°ê²©ë_ ë°__ì§__ ë§__ ë³____	0
1858	¬ì_ê³ ¤ì___ __ ¬ë_	0
1859	ë°°ì_ ë¹_¥´ê³ 10ê° __ 2ê° __¤ë_ ì£¼ì_´ì_. _¬´ ì¢__.	1
1860	ì´__ __ê³ ê·¸ë_ê·¸ë_ ë°°ì___ë¦¬ê_ ê°±ë_ë¡ êµ¬ë§¤__ ë³__¤ì_	0
1861	¬ì___ê° ì°_¸ì_ __	0
1862	ê³__ ì¶©ì_´ë___ __	0
1863	ë¬¼ê±´ ____. __ë¥ __ __ê²____. ______	1
1864	ë°°ì_ ë¹_¥´ê³ ì¿__ ë°__ ¸ê_  µë_	1
1865	¤ì_ __ ë°°ì_ _¦°... ê¸__ ê·¸ë_ ¬ì_____	0
1866	_¬´ __	0
1867	_©´ë¶ ì°__ __ ê¸°ë_ __	0
1868	ê°ê²©ì_ ì¢ _¤ì_	0
1869	__¸ë_ ê´_°®ê³ __ __ ì¢__´ì_	1
1870	¤ë¥¸ __ë¡ ¬êµ¬ë§¤í_¤êµ¬ __	1
1871	__ ë±_ ëª»í_ __¤ì_ ¬ì__¸° ê´_°® ê² ê°____.	1
1872	ë§__ê¸°ë_½ê_ ¤ë_  ____	1
1873	__ ë§__ ____	0
1874	±ë_ ë§_¡±¤ë___	1
1875	½ê¸° ½ê_ __ __! 	1
1876	__´ë_ ´ì_  _ë§ ì¶____ ¶ì __!	0
1877	°ì_ê° _¬´ __´ì_ ë²__µë_.	0
1878	¥ë_ ì¢__ ì´__©ë_ ë°°ì_ ë¹_¥´ê³ ë§_¡±´ì_	1
1879	____ °ë_´ì_ ì¢__	1
1880	¤ë¥¸ ëª¨ì_ê° ____.	0
1881	ì§__ ´ê±´ ìµ__	0
1882	 ì¢ ë¬´ê_ê³ _½ì 13ê°__ _¸°__ ½ë_.	0
1883	ì£¼ë¬¸ __ê³ __ _¬´ ¬ë_	0
1884	ë°°ì_´ë_ ¬ì___ __ ëª¨ë_  ì¢__~^^	1
1885	ë¬µì___ ¼í_´ì_. ë½__´ë_  ¬ì_¼ì_ ë°°ë___. __ê²__!	1
1886	ì¢ __´ë³´´ë_	0
1887	ë°ì°©ì_ _¬´ __´ì_ °ì_ê° __¤ì_..	0
1888	ì¶_²©©ë_!!	1
1889	_¸°ê°__ ë³__ê³ ¬ë_ë¥  ë¶__ ë¶__©ë_ ë°__ ê³__  ê² ê°__	0
1890	ê³____ ë§__¤ì_ ´ì___ ì²_ ë¯¿ì_ë§__¤ì_	1
1891	__ ¤ì_ë³´ê_ ë²__µë_~~	0
1892	´í_ê³ ê¹____ ____ ¤ì»¤¸ë_ ____ ì¢__^^	1
1893	__ê¸°í_ _¬´ ì§§ì_	0
1894	ê°±ë_ ì¢__ ¸ë___	1
1895	__¤ì_¼ë_ _£¼ ë§_¡±©ë_. __   __ê¸ ì¢_ ê² ê°____.	1
1896	±ë_ ë§__ __ê² ìµ__´ì_´ì_	0
1897	___ ¨ì_ì§__.	0
1898	ì¡°ê__¸°ë© ë¬´ê±°____.	0
1899	_¬´ _¦½__.	0
1900	___ _¬´ ì¡°ê_ _ __µë_.	0
1901	¼ì_ £ê_ êº¼ë___ ê·ì°_	0
1902	ì¹¼ë_ ´ì_ê³ ë§__ __	1
1903	ë¨¸ë¦¬ ¬ì___°ë_ ê¸_°© ì£½ë___	0
1904	__ ì§ê¸ °ê¸° ì¢__~~	1
1905	ì¡°ê_ __ __´ì___	0
1906	ê¸°ë_ ¥ë_ê° ___	0
1907	¼ëê° ë§¤ë_¬ì_¸ì_ __  ë°__	1
1908	¬êµ¬ë§ ____	0
1909	¼ë_ ¤ë¥¸ __ «ë_	0
1910	 __ ì½__ ëª¨ê³µ ê°ë¦  ì¢__´ì_	1
1911	ë°__ ¬ì___ __°ë_ ì¢__ê° ´ë_´ë___ êµ¬ê²¨ ____.	0
1912	__ __ _§¤__	0
1913	_ª½ 10cm__ ê¹¨ì_ __	0
1914	ë°__ __ ë¶__´ì_	0
1915	_¬´ ´ë_ ê¸°ë_ _¬´ ì¢____.	1
1916	ì¢__. _¬¼´ì¤¬__ ë§__ __ê³ __ ë¹_¥¸ ë°°ì_ ê°__´ì_	1
1917	__ê° _£¼ ë§_¡±¤ë___... ê°__©ë_	1
1918	_ë¡ __  __ ì§__ë§__¤ì_	0
1919	ë°_¦¼±ì_ ì¢_ __	0
1920	±ì___ __ ´ê±° ì´_³´¤í_ ì¢__	1
1921	¤ë¥¸ ê³³ë³´ ë¹__ê°__ __	0
1922	¼í_´ì_ ¤ë_  __ê² ê°____	1
1923	ìµ__´ì_ ë°°ëë´__ __ __ __ ¤ì_ê¸°ë_´ë_ ´ë_	0
1924	ì§_ ____ê±°ë_ ¬ë_ ¼í___	0
1925	____ ´í_ ê°ê²©ì_ ìµ____!	1
1926	2 ¼ë_ ¸ë_ë¸ _¸°ê³ ë³__¤ì_	0
1927	ë°°ì_ __ _µë_..10¼ì_ ê±¸ë_¤ì_	0
1928	ë³µë_ë³ __ ë³´ë_ë© ´ë_´ì_	0
1929	´í_ê² êµ¬ë§¤ ê² ê°__ ë§__ __	1
1930	¬í_ ì²_¦¬ê° ì¢__!	1
1931	_°© _¬´ ½í___	0
1932	ë°_µ¬_ ___ __ _ª½¼ë_ ê°__ë¡ ê¸°ì___.	0
1933	__ê³ ë°°ì_ ë¹¨ë_ ì¢__	1
1934	_¬´ _°ë_ê° µìº¡ì³ ____	0
1935	¬ì___ __  ____	1
1936	¼ë_ ê¹__´ì_! _©´¼ë_ ¸ì___ __ ì¢__ __ ê±±ì_ __	1
1937	 ê± __©ë_.	0
1938	 ì¢___ ë¹_¥¸ë°°ì_ êµ¿ì___ ë³5ê° ë§__´ì_	1
1939	¤ì_ ¬ê_ ¶ì __	0
1940	¤ì_ __	0
1941	ê·_²©  ë§__ ___ë¡__	1
1942	ë°°ì_ ë¹_¥´ê³ ¤ë¥¸ ê³³ë³´ ´í_	1
1943	ê³__¤ë_¤ê_   ____.	0
1944	__ê° __ ê±°ì___. ë§__ _.	1
1945	ë°°ì_ ë¹_¥´ê³ ë¬¼í_ ´í_ê² _£¼ ì¢__..	1
1946	¼ë_³¼  ë§__ ì¢__	1
1947	¼ê_ ¼ê_´ì_. ë³____	0
1948	ë°°ì_´ë_ ì·¨ì_ ë¬¸ì_ë¡  ë§__ __´ì_	0
1949	´ê±´ ì¤__ ¡ê¸°ê° _¬´ ´ë___	0
1950	__ ´ì_ê³ ê³__¤ë_ ë³´ì_ê³ °ë_´ì_	1
1951	ì¡°ë¦½ ¬ì_ê³ ¬ì_´ë³´ ì¡°ì__©´__ ±ë_ ì¢__. ê°__©ë_	1
1952	_ ____ __¸ì __ê± ê°____.	0
1953	ê°ê²__ ¬ì_ì¤__ ê´_°®¤ì_	1
1954	¬ì___ ¸ë_´ì_ ë§_¡±´ì_ __	1
1955	ê°ê²©ëë¹ _¬´ ì¢__ ê±°í_ ____  ë§__´ìê³ _¸°ê° ì¢__©ë_	1
1956	ë°_´ê ë¹__ __ ê¹¨ì_µë_.	0
1957	ê±´ê___  _°©__. ´í_ ´ë___ __´ì_	1
1958	´í_ °ë_ê±°ì ì§__ ë³____	0
1959	¸ë¦¬´ì_	1
1960	__ê³__  ë¶__ ¨ì_ì§ì§ __!!	1
1961	¬ì_ì§ ê³µê¸°__ __ __ __ ë©_¡±__	0
1962	µí_ ¥ì_ê° ì¢ __!	0
1963	ë°°ì_ ë¹_¥´ê³ ¬ì__ ê°__´ì_	1
1964	ë¸__¬ëª¨ê° ë¶__ì§ __!	0
1965	__ ë¡_·¸¨ì_ __	0
1966	ì¡°ê_ _¦¬¤ë_ê² ¨ì_	0
1967	¬ì_ ê¼¼ê¼¼ __¼ê_µë_.  __	0
1968	ê·¸ë_ ë³_£¨__ ë°_¦¼ _¬´ ½í_¤ì_	0
1969	"´í_ ê°ê², ë¹_¥¸ ë°°ì_ __ ¬ì_ì¦__ ê°__©ë_"	1
1970	¤ë¥¸ ê±°ë³´ ëª»í_	0
1971	ë¶__ __ê³ __  ¼ì___	1
1972	ë§¨ì_êµ´ì_  ê·¸ë_ì§__~^^	1
1973	 ë¨¹ì __	0
1974	_ ¬ê¸° ´ì___ ìµ__!	1
1975	¬ì_ê³ ¤ë¥´ê² __¸ì_ ¤í_ì»¤ê __ __´ì£¼¸ì_.	0
1976	ë¬¼ë_ ¸ì__¸° __ê³ ë¹____	0
1977	_¬´ ë¹³ë¹³__ ë°__¸ì_ ë¶____.	0
1978	ë°°ì_ ë¹_¥´ê³ __ ì¢__ ´ì_  êµ¬ë§¤__	1
1979	 ½ì_µë_~	1
1980	__ë§__   ë°¤ì_	0
1981	ì§¼ëë¶__ ê±°ì_ë¦¬ê_ __  __ ©ë_	0
1982	ë°°ì_ë¹_¥´ê³ ê°±ë_ ____ ì¢__!	1
1983	ë¹__ ¼ë©´_ ê¸°ì_ ¬ì_!  ¤ë¥¸ ê± _·¸__ __ °ë_ê¸°ì___	0
1984	ì°©ì_ê° _²­ ì¢__	1
1985	ë°_ª© ì¤__ê¸ __ ´ë_ ì¢_ ê² ê°__!	1
1986	ë§__ ì¢_ __ ¤ë_¤ë___	0
1987	ì¡°ê_ __ __. ¤ì_ ë³´ë_¸ì_.	0
1988	ë¶__ __ê° __  ____	0
1989	ëª ë¶ë¶__ ë¶__´ì_	0
1990	°ì_ê°  ____.	0
1991	ì¢ __ë¦½ë_	0
1992	ë°°ì_ ë§¤ì_ _¦¬ê³ ¬ì_ __ê·¸ë_ ë¶__´ì_	0
1993	ê°ê²©ë_ ´í_ê³ ¸í_ë¡ ë§ °ê¸° ì¢____!	1
1994	_£¼ ¬ì___ __. _¸´__ ¬ì___ ì¢_ __´ì_	1
1995	ì²__ °ë_ê±´ë_ ê±´ì¡° ¼ë ì¢_ ê² ê°__	1
1996	¨ê³¼ê° _£¼ ì¢_ ____	1
1997	´í_ê² êµ¬ë§¤__ ±ë_ ê´_°®__	1
1998	¬ì_ ____ ì¢__!	1
1999	____ ë¹ ê°____ __¼ë_ ë¹__¸ì_¼ê_ __´ì_	0
2000	¬ì_ì¦ _¸° __ __ ë³__¤ì_	0
2001	__ ë°__ ¬ì_ __ °ìì§ë§ ____ ë©ì©¡í_ ê² ____.	0
2002	 ë¬»ì___ ë¿_¦¬ê³ _©´ ¼êµ´ ì´__´ì_ ì¢__	1
2003	__ë¨¸ë¦¬ ´ë´¤__ ¬ì__¸° ¸í_¤ì_	1
2004	ì§¸ì_ê² ì¶__ë°____  ë³__  ©ë_~~	0
2005	ê·¸ë_ ì¢_ __ ëª¨ë¥´ê²__°ì_..?	0
2006	__  __¤ì_	0
2007	_¾¸ ì¡°ì_ __ê³ ____  ê² ê´__  ê² ____	0
2008	3_³´ ëª»í___!	0
2009	ë¬¸ì_ ´ì_ ë³____.	0
2010	__ë¦¬ê_ ê°±ë_ ê°__	1
2011	ë§__ì²_¦¬ ë¶ë¶_  ì¢____	0
2012	ê°ê²©ì_ _¬´ ë¹____.	0
2013	ê²__ê¸ ì£¼ì_ ì±__¤ì_ µì_ ____.	0
2014	ë­__ê³ ë°_¦¼±ì_ ë³__¤ì_	0
2015	ì»¤ë_¥ë_ ì¢__ ì§__ ì¢__ ë§_¡±__ ____	1
2016	¬ì_ë³´ë_ ê¸¸ì_ê° ë§__ ì§§ì_ ì¡°ê_ ____	0
2017	__ __ ë½__´ê __´ì¤ì_	0
2018	__ë³´ë_ ë³__¤ì_ _¸°ê°  ì¢__´ì_	0
2019	¡ì°©¨ë_ê°  _°ì_ ¨ê±° ë¬¼ì_ £ì_ ë¹¼ë_ ë³____.	0
2020	¤ì_ ¬ê¸° êµ¬ë§¤ __ ê±°ì_	0
2021	ë° __ ê² ê°__!	0
2022	ê°___¦¬ì¹__ _¬´ ½í_ ..  ì¶©ê²©´ì___ ë²__ ê¹¨ì_´ì_.	0
2023	__ ¡ì¡±__  ____ ë§¤ë_ ì¦_²¨ ì°¾ê_ __	1
2024	ê°±ë_ ì¢__ ê· ë¬´ë¦¬ _ê³ ¤ë¦¬ì½__ ë¶__¤ì_	1
2025	ì¹´ë_¼ëë¶_ ì»¤ë___  _ __	0
2026	_¡°__ ì§ ±í_´ì´ì_.	0
2027	__ë°°ì_ _ __¤ì_ ë°°ì_ __ ê±¸ë_´ì_	0
2028	__¸ì_ _£¼ ë§__ ¤ì_	1
